,Fecha,Producto,Cantidad,Precio_Unitario,Descuento,Total,Vendedor,Ubicación,Forma_Pago,Estado
325,2022-11-22,Telefono,3,588,0.15,3622,Juan,En linea,Efectivo,Cancelado
326,2022-11-23,Laptop,9,994,0.05,2297,Carlos,En linea,Tarjeta,Completo
327,2022-11-24,Telefono,1,187,0.15,2631,Maria,Local,nan,Pendiente
328,2022-11-25,Laptop,1,293,0.1,1315,Juan,Local,Tarjeta,Pendiente
329,2022-11-26,Tableta,1,203,,3194,Maria,En linea,Efectivo,Completo
330,2022-11-27,Laptop,3,882,0.1,942,Carlos,En linea,Tarjeta,Pendiente
331,2022-11-28,Laptop,6,195,0.05,3640,Carlos,Local,nan,Pendiente
332,2022-11-29,Laptop,3,522,,642,Juan,Local,nan,Cancelado
333,2022-11-30,Tableta,8,990,0.15,4787,Carlos,Local,Efectivo,Pendiente
334,2022-12-01,Tableta,2,297,0.15,1910,Maria,Local,Efectivo,Completo
335,2022-12-02,Laptop,9,100,0.15,4973,Juan,En linea,Efectivo,Cancelado
336,2022-12-03,Laptop,3,506,,1034,Juan,Local,Efectivo,Completo
337,2022-12-04,Telefono,5,477,0.1,2216,Maria,Local,Tarjeta,Pendiente
338,2022-12-05,Laptop,8,266,,3864,Juan,Local,Tarjeta,Cancelado
339,2022-12-06,Telefono,2,608,,1532,Juan,Local,nan,Cancelado
340,2022-12-07,Laptop,6,737,0.05,3842,Maria,Local,Efectivo,Cancelado
341,2022-12-08,Telefono,5,412,,1910,Juan,Local,Efectivo,Cancelado
342,2022-12-09,Tableta,9,692,0.15,1672,Juan,Local,Tarjeta,Completo
343,2022-12-10,Laptop,5,517,0.1,1388,Maria,En linea,Efectivo,Pendiente
344,2022-12-11,Laptop,2,862,0.1,3838,Carlos,En linea,nan,Pendiente
345,2022-12-12,Laptop,5,780,0.1,2141,Maria,En linea,nan,Cancelado
346,2022-12-13,Laptop,4,576,0.15,971,Juan,Local,Efectivo,Pendiente
347,2022-12-14,Telefono,7,172,0.15,3440,Maria,En linea,nan,Completo
348,2022-12-15,Laptop,6,240,0.15,1046,Juan,Local,nan,Pendiente
349,2022-12-16,Tableta,2,681,0.15,4097,Juan,Local,Tarjeta,Completo
350,2022-12-17,Tableta,5,361,0.15,3325,Maria,Local,nan,Completo
351,2022-12-18,Laptop,7,439,,4223,Juan,Local,Efectivo,Pendiente
352,2022-12-19,Tableta,7,407,0.15,863,Carlos,En linea,Efectivo,Completo
353,2022-12-20,Laptop,5,344,0.15,2666,Juan,Local,nan,Completo
354,2022-12-21,Laptop,9,614,0.15,3809,Maria,Local,Efectivo,Completo
355,2022-12-22,Tableta,4,436,0.15,1045,Carlos,En linea,Tarjeta,Completo
356,2022-12-23,Laptop,3,674,0.1,3740,Carlos,En linea,nan,Cancelado
357,2022-12-24,Tableta,4,660,0.15,2436,Juan,En linea,nan,Pendiente
358,2022-12-25,Telefono,5,175,,1462,Maria,Local,nan,Cancelado
359,2022-12-26,Laptop,6,979,,3505,Juan,En linea,Efectivo,Completo
360,2022-12-27,Telefono,3,274,,4306,Juan,Local,Efectivo,Pendiente
361,2022-12-28,Tableta,2,208,0.05,1382,Maria,Local,nan,Completo
362,2022-12-29,Telefono,4,282,0.1,4340,Maria,En linea,Efectivo,Pendiente
363,2022-12-30,Telefono,5,291,0.15,1370,Juan,En linea,Efectivo,Cancelado
364,2022-12-31,Tableta,4,164,0.05,3485,Carlos,En linea,nan,Pendiente
365,2023-01-01,Telefono,3,948,0.15,1365,Juan,Local,nan,Completo
366,2023-01-02,Telefono,8,573,0.05,4809,Carlos,Local,Efectivo,Pendiente
367,2023-01-03,Tableta,4,882,0.05,3703,Juan,Local,nan,Pendiente
368,2023-01-04,Telefono,2,199,,3397,Maria,Local,nan,Cancelado
369,2023-01-05,Tableta,2,643,,2744,Carlos,Local,nan,Completo
370,2023-01-06,Telefono,1,963,0.05,518,Maria,Local,nan,Pendiente
371,2023-01-07,Tableta,4,227,,1141,Maria,En linea,Efectivo,Cancelado
372,2023-01-08,Tableta,9,551,0.05,3583,Maria,Local,nan,Pendiente
373,2023-01-09,Telefono,7,468,0.1,829,Maria,En linea,Tarjeta,Completo
374,2023-01-10,Telefono,7,950,,1365,Maria,En linea,nan,Pendiente
375,2023-01-11,Telefono,7,142,,1273,Juan,En linea,Tarjeta,Pendiente
376,2023-01-12,Laptop,8,983,,4987,Carlos,En linea,nan,Pendiente
377,2023-01-13,Laptop,1,518,0.1,2854,Juan,En linea,Tarjeta,Pendiente
378,2023-01-14,Laptop,8,587,0.05,3838,Juan,Local,Tarjeta,Completo
379,2023-01-15,Tableta,4,177,0.15,4018,Juan,Local,nan,Cancelado
380,2023-01-16,Telefono,4,925,,3442,Maria,Local,nan,Cancelado
381,2023-01-17,Tableta,4,900,0.05,3067,Juan,Local,nan,Pendiente
382,2023-01-18,Laptop,6,369,0.1,2174,Carlos,En linea,Tarjeta,Completo
383,2023-01-19,Telefono,7,773,0.15,3183,Juan,En linea,Efectivo,Completo
384,2023-01-20,Tableta,6,800,,3880,Maria,En linea,Efectivo,Completo
385,2023-01-21,Telefono,1,858,0.1,1239,Carlos,Local,nan,Completo
386,2023-01-22,Tableta,8,999,0.1,2045,Carlos,Local,Efectivo,Completo
387,2023-01-23,Telefono,7,827,0.15,2759,Carlos,Local,Efectivo,Completo
388,2023-01-24,Laptop,6,414,0.05,1635,Carlos,Local,nan,Pendiente
389,2023-01-25,Laptop,6,950,,1373,Juan,En linea,Tarjeta,Cancelado
390,2023-01-26,Telefono,5,988,,2800,Maria,En linea,nan,Cancelado
391,2023-01-27,Tableta,6,267,0.05,1251,Carlos,Local,Efectivo,Pendiente
392,2023-01-28,Laptop,9,438,0.05,1353,Carlos,Local,Tarjeta,Cancelado
393,2023-01-29,Laptop,9,292,0.05,4232,Maria,En linea,Efectivo,Completo
394,2023-01-30,Laptop,8,552,0.15,2783,Juan,En linea,Tarjeta,Completo
395,2023-01-31,Telefono,9,382,0.15,1829,Carlos,En linea,Efectivo,Cancelado
396,2023-02-01,Telefono,8,435,,977,Juan,En linea,nan,Completo
397,2023-02-02,Tableta,8,489,0.15,3226,Juan,Local,Efectivo,Completo
398,2023-02-03,Tableta,1,624,0.1,3591,Juan,En linea,Efectivo,Cancelado
399,2023-02-04,Tableta,5,339,,4730,Juan,En linea,Tarjeta,Pendiente
400,2023-02-05,Telefono,4,931,0.15,1769,Carlos,En linea,Efectivo,Cancelado
401,2023-02-06,Telefono,2,582,0.05,4681,Carlos,En linea,nan,Cancelado
402,2023-02-07,Tableta,8,758,0.1,3103,Juan,Local,nan,Cancelado
403,2023-02-08,Tableta,3,815,0.05,1969,Juan,Local,nan,Cancelado
404,2023-02-09,Telefono,4,691,,877,Maria,Local,Tarjeta,Pendiente
405,2023-02-10,Tableta,7,990,0.05,2180,Maria,Local,Tarjeta,Pendiente
406,2023-02-11,Laptop,9,654,0.15,741,Maria,Local,Efectivo,Completo
407,2023-02-12,Telefono,2,557,0.15,1419,Carlos,Local,Efectivo,Completo
408,2023-02-13,Tableta,3,188,,569,Maria,En linea,Efectivo,Cancelado
409,2023-02-14,Telefono,4,759,0.05,4424,Carlos,En linea,Tarjeta,Completo
410,2023-02-15,Laptop,1,194,,2586,Carlos,En linea,Tarjeta,Pendiente
411,2023-02-16,Telefono,7,551,0.05,2507,Carlos,En linea,Efectivo,Completo
412,2023-02-17,Telefono,2,527,0.1,1300,Carlos,Local,Tarjeta,Completo
413,2023-02-18,Telefono,5,250,0.15,3279,Maria,En linea,Tarjeta,Completo
414,2023-02-19,Telefono,1,613,,1255,Juan,Local,nan,Cancelado
415,2023-02-20,Laptop,3,475,0.1,2495,Juan,En linea,nan,Completo
416,2023-02-21,Telefono,2,121,0.1,1821,Juan,En linea,Efectivo,Pendiente
417,2023-02-22,Telefono,1,982,,2830,Maria,En linea,Efectivo,Pendiente
418,2023-02-23,Tableta,7,412,,609,Juan,Local,nan,Pendiente
419,2023-02-24,Telefono,5,939,0.1,1516,Maria,En linea,Tarjeta,Pendiente
420,2023-02-25,Tableta,1,618,0.05,4365,Maria,Local,Efectivo,Completo
421,2023-02-26,Laptop,6,305,0.1,524,Maria,Local,Efectivo,Cancelado
422,2023-02-27,Laptop,5,474,,3338,Juan,En linea,Efectivo,Pendiente
423,2023-02-28,Laptop,3,550,0.1,1237,Juan,Local,Tarjeta,Pendiente
424,2023-03-01,Laptop,7,725,0.05,679,Juan,Local,nan,Cancelado
425,2023-03-02,Tableta,9,883,0.15,731,Carlos,En linea,Efectivo,Cancelado
426,2023-03-03,Telefono,9,694,0.15,2417,Maria,En linea,nan,Pendiente
427,2023-03-04,Laptop,9,278,0.1,842,Carlos,En linea,nan,Pendiente
428,2023-03-05,Telefono,2,309,0.05,3123,Maria,En linea,Tarjeta,Cancelado
429,2023-03-06,Tableta,3,599,0.15,954,Juan,En linea,Tarjeta,Pendiente
430,2023-03-07,Tableta,7,563,0.1,4884,Maria,En linea,Tarjeta,Pendiente
431,2023-03-08,Tableta,5,939,0.1,2776,Maria,Local,Tarjeta,Completo
432,2023-03-09,Laptop,2,223,0.05,1095,Carlos,En linea,Tarjeta,Cancelado
433,2023-03-10,Telefono,3,212,,4374,Maria,En linea,Tarjeta,Completo
434,2023-03-11,Telefono,6,111,0.1,4997,Juan,Local,Efectivo,Completo
435,2023-03-12,Telefono,7,225,,3169,Maria,En linea,nan,Cancelado
436,2023-03-13,Tableta,9,664,,2635,Maria,Local,Tarjeta,Completo
437,2023-03-14,Laptop,1,430,0.15,4464,Maria,En linea,Efectivo,Pendiente
438,2023-03-15,Tableta,7,382,,2065,Carlos,En linea,nan,Completo
439,2023-03-16,Tableta,8,239,0.05,808,Maria,Local,Tarjeta,Cancelado
440,2023-03-17,Telefono,3,500,0.15,842,Maria,En linea,Tarjeta,Pendiente
441,2023-03-18,Tableta,4,196,0.15,935,Carlos,Local,Efectivo,Pendiente
442,2023-03-19,Telefono,6,616,0.15,676,Carlos,En linea,nan,Pendiente
443,2023-03-20,Laptop,7,668,0.1,638,Carlos,En linea,Tarjeta,Pendiente
444,2023-03-21,Telefono,4,945,0.1,693,Carlos,Local,nan,Completo
445,2023-03-22,Laptop,8,168,,3757,Juan,En linea,Efectivo,Completo
446,2023-03-23,Telefono,5,217,0.15,3735,Juan,En linea,Tarjeta,Pendiente
447,2023-03-24,Tableta,1,987,0.15,1442,Maria,Local,nan,Cancelado
448,2023-03-25,Tableta,4,158,0.05,4379,Juan,En linea,Efectivo,Pendiente
449,2023-03-26,Laptop,3,132,,3613,Maria,Local,Efectivo,Completo
450,2023-03-27,Laptop,9,417,0.05,3462,Juan,En linea,Tarjeta,Pendiente
451,2023-03-28,Laptop,8,149,,1453,Carlos,Local,nan,Completo
452,2023-03-29,Telefono,1,979,,1802,Carlos,En linea,Tarjeta,Pendiente
453,2023-03-30,Telefono,6,588,0.1,3881,Juan,Local,Tarjeta,Cancelado
454,2023-03-31,Laptop,9,118,0.1,3380,Juan,Local,nan,Pendiente
455,2023-04-01,Tableta,7,825,0.05,2687,Maria,En linea,nan,Cancelado
456,2023-04-02,Telefono,4,296,,1045,Maria,En linea,nan,Cancelado
457,2023-04-03,Telefono,1,990,0.15,2427,Maria,Local,Efectivo,Pendiente
458,2023-04-04,Telefono,2,549,0.1,4652,Carlos,En linea,Efectivo,Cancelado
459,2023-04-05,Laptop,5,658,0.15,504,Carlos,Local,nan,Cancelado
460,2023-04-06,Laptop,5,778,0.05,3981,Carlos,En linea,Efectivo,Completo
461,2023-04-07,Laptop,8,551,0.1,3753,Carlos,En linea,Tarjeta,Completo
462,2023-04-08,Laptop,6,388,0.1,1862,Maria,Local,nan,Cancelado
463,2023-04-09,Laptop,8,240,,2320,Carlos,Local,Tarjeta,Pendiente
464,2023-04-10,Tableta,2,183,0.05,3163,Carlos,En linea,nan,Cancelado
465,2023-04-11,Tableta,3,793,,3438,Carlos,En linea,Tarjeta,Pendiente
466,2023-04-12,Laptop,6,490,0.1,1773,Carlos,En linea,nan,Completo
467,2023-04-13,Telefono,3,690,0.05,3826,Juan,En linea,Tarjeta,Pendiente
468,2023-04-14,Laptop,6,314,0.1,4159,Maria,En linea,nan,Cancelado
469,2023-04-15,Tableta,6,625,0.05,3445,Maria,Local,nan,Cancelado
470,2023-04-16,Tableta,2,314,0.1,3518,Carlos,En linea,Efectivo,Cancelado
471,2023-04-17,Telefono,7,502,0.15,1631,Juan,En linea,Tarjeta,Cancelado
472,2023-04-18,Tableta,2,227,0.15,3136,Maria,Local,Efectivo,Cancelado
473,2023-04-19,Laptop,6,921,,3529,Maria,Local,Tarjeta,Pendiente
474,2023-04-20,Telefono,1,576,0.15,3519,Carlos,Local,Efectivo,Cancelado
475,2023-04-21,Laptop,3,859,0.1,4877,Carlos,En linea,nan,Completo
476,2023-04-22,Laptop,2,503,0.1,3659,Maria,Local,Efectivo,Cancelado
477,2023-04-23,Telefono,7,128,0.15,753,Maria,Local,Efectivo,Pendiente
478,2023-04-24,Laptop,4,891,,828,Juan,Local,nan,Cancelado
479,2023-04-25,Tableta,8,437,0.15,3091,Maria,Local,Efectivo,Cancelado
480,2023-04-26,Laptop,6,930,0.05,3330,Maria,En linea,nan,Pendiente
481,2023-04-27,Telefono,4,813,0.05,3544,Carlos,En linea,Tarjeta,Cancelado
482,2023-04-28,Telefono,5,460,0.05,1920,Maria,En linea,Efectivo,Pendiente
483,2023-04-29,Telefono,9,668,0.15,3901,Carlos,Local,nan,Cancelado
484,2023-04-30,Laptop,7,491,0.15,3392,Maria,Local,nan,Completo
485,2023-05-01,Telefono,9,317,0.15,1154,Maria,Local,Efectivo,Cancelado
486,2023-05-02,Telefono,7,673,0.05,1259,Maria,Local,Tarjeta,Pendiente
487,2023-05-03,Laptop,1,768,,2298,Juan,Local,Efectivo,Completo
488,2023-05-04,Tableta,8,301,0.1,3471,Carlos,Local,nan,Pendiente
489,2023-05-05,Laptop,4,116,0.15,3926,Juan,En linea,Tarjeta,Cancelado
490,2023-05-06,Telefono,3,421,,754,Maria,En linea,Efectivo,Completo
491,2023-05-07,Telefono,7,617,0.1,4323,Juan,Local,nan,Pendiente
492,2023-05-08,Laptop,3,669,0.1,2376,Carlos,En linea,Efectivo,Completo
493,2023-05-09,Tableta,8,424,0.1,3257,Maria,Local,Tarjeta,Completo
494,2023-05-10,Telefono,6,511,,3124,Juan,Local,Tarjeta,Pendiente
495,2023-05-11,Telefono,5,417,,4621,Juan,En linea,Tarjeta,Completo
496,2023-05-12,Telefono,4,780,0.05,3504,Carlos,Local,Tarjeta,Pendiente
497,2023-05-13,Laptop,8,181,,4234,Juan,En linea,Tarjeta,Completo
498,2023-05-14,Telefono,8,573,,1744,Carlos,Local,Efectivo,Completo
499,2023-05-15,Tableta,1,567,,1508,Maria,Local,Tarjeta,Completo
500,2023-05-16,Telefono,9,524,0.1,4814,Maria,En linea,Tarjeta,Cancelado
501,2023-05-17,Telefono,5,830,0.15,2010,Juan,Local,nan,Cancelado
502,2023-05-18,Tableta,4,788,0.05,2459,Maria,Local,Tarjeta,Pendiente
503,2023-05-19,Telefono,6,303,0.15,3008,Maria,Local,nan,Completo
504,2023-05-20,Laptop,6,682,0.15,3182,Juan,En linea,nan,Pendiente
505,2023-05-21,Laptop,2,486,,1489,Maria,Local,nan,Cancelado
506,2023-05-22,Laptop,8,877,0.05,4784,Juan,Local,Efectivo,Cancelado
507,2023-05-23,Tableta,7,197,0.15,754,Carlos,Local,Efectivo,Cancelado
508,2023-05-24,Telefono,1,444,0.15,4663,Carlos,En linea,nan,Cancelado
509,2023-05-25,Laptop,5,902,0.05,4952,Carlos,En linea,Efectivo,Pendiente
510,2023-05-26,Tableta,6,307,,755,Juan,En linea,Tarjeta,Completo
511,2023-05-27,Telefono,4,613,0.15,1507,Juan,En linea,Efectivo,Pendiente
512,2023-05-28,Tableta,2,735,0.1,2255,Maria,En linea,Tarjeta,Completo
513,2023-05-29,Laptop,4,891,0.15,3071,Maria,Local,Tarjeta,Cancelado
514,2023-05-30,Laptop,1,685,0.1,4408,Maria,En linea,Efectivo,Completo
515,2023-05-31,Laptop,7,265,,3497,Maria,En linea,Efectivo,Cancelado
516,2023-06-01,Tableta,2,121,0.15,3303,Maria,Local,nan,Pendiente
517,2023-06-02,Tableta,2,253,0.05,4265,Juan,En linea,Efectivo,Completo
518,2023-06-03,Laptop,9,538,0.05,4879,Juan,Local,Efectivo,Pendiente
519,2023-06-04,Tableta,5,394,0.15,3883,Carlos,En linea,Efectivo,Cancelado
520,2023-06-05,Laptop,2,318,,598,Carlos,Local,Tarjeta,Pendiente
521,2023-06-06,Laptop,9,768,,696,Carlos,Local,Tarjeta,Cancelado
522,2023-06-07,Telefono,9,594,0.05,3029,Carlos,En linea,Tarjeta,Cancelado
523,2023-06-08,Tableta,1,329,0.15,1377,Juan,En linea,nan,Cancelado
524,2023-06-09,Laptop,3,119,,2368,Juan,Local,nan,Pendiente
525,2023-06-10,Laptop,4,652,0.05,3165,Juan,Local,nan,Pendiente
526,2023-06-11,Tableta,7,247,0.1,1888,Maria,Local,Tarjeta,Completo
527,2023-06-12,Telefono,4,207,0.15,2915,Maria,Local,Efectivo,Completo
528,2023-06-13,Telefono,2,502,0.1,1069,Carlos,Local,nan,Pendiente
529,2023-06-14,Laptop,7,695,0.1,3137,Maria,Local,nan,Pendiente
530,2023-06-15,Tableta,6,582,,1565,Juan,Local,Tarjeta,Pendiente
531,2023-06-16,Telefono,3,466,,921,Carlos,En linea,nan,Pendiente
532,2023-06-17,Tableta,6,933,,3383,Carlos,Local,Efectivo,Cancelado
533,2023-06-18,Tableta,6,513,0.15,1704,Maria,En linea,Tarjeta,Cancelado
534,2023-06-19,Laptop,5,408,0.1,1044,Carlos,En linea,Tarjeta,Cancelado
535,2023-06-20,Telefono,4,901,0.15,4666,Maria,Local,Efectivo,Pendiente
536,2023-06-21,Laptop,1,934,,4139,Maria,Local,Efectivo,Cancelado
537,2023-06-22,Telefono,6,233,0.1,1723,Carlos,En linea,Efectivo,Cancelado
538,2023-06-23,Telefono,2,818,0.15,3672,Maria,Local,nan,Completo
539,2023-06-24,Telefono,3,382,0.15,1267,Maria,Local,Efectivo,Completo
540,2023-06-25,Telefono,8,877,0.05,4157,Maria,En linea,Tarjeta,Cancelado
541,2023-06-26,Telefono,6,172,0.15,1154,Maria,En linea,Efectivo,Cancelado
542,2023-06-27,Tableta,3,580,,2946,Carlos,En linea,Tarjeta,Cancelado
543,2023-06-28,Laptop,7,451,0.15,720,Juan,Local,Tarjeta,Pendiente
544,2023-06-29,Tableta,4,659,0.1,4166,Juan,Local,nan,Completo
545,2023-06-30,Telefono,9,425,0.15,4777,Maria,En linea,Efectivo,Completo
546,2023-07-01,Laptop,5,844,0.05,4902,Maria,Local,nan,Completo
547,2023-07-02,Telefono,3,542,0.1,3069,Maria,En linea,Efectivo,Cancelado
548,2023-07-03,Laptop,2,199,0.1,1513,Juan,Local,Efectivo,Pendiente
549,2023-07-04,Tableta,2,158,0.05,2551,Maria,En linea,Efectivo,Completo
550,2023-07-05,Laptop,3,607,,4485,Carlos,Local,Efectivo,Completo
551,2023-07-06,Laptop,2,357,0.1,4810,Carlos,En linea,Efectivo,Pendiente
552,2023-07-07,Laptop,4,512,,3519,Carlos,Local,Tarjeta,Cancelado
553,2023-07-08,Laptop,2,551,0.1,4181,Juan,Local,Tarjeta,Cancelado
554,2023-07-09,Laptop,9,164,0.1,1943,Maria,En linea,Efectivo,Completo
555,2023-07-10,Telefono,2,694,,4696,Maria,Local,Tarjeta,Completo
556,2023-07-11,Laptop,9,253,0.1,3510,Maria,Local,nan,Pendiente
557,2023-07-12,Laptop,6,365,,1072,Juan,En linea,nan,Completo
558,2023-07-13,Tableta,1,920,0.05,1832,Juan,Local,nan,Pendiente
559,2023-07-14,Laptop,4,178,,4502,Juan,Local,Efectivo,Completo
560,2023-07-15,Tableta,1,414,0.05,3634,Juan,Local,Efectivo,Completo
561,2023-07-16,Telefono,6,761,0.1,4586,Carlos,En linea,Tarjeta,Completo
562,2023-07-17,Laptop,4,659,,725,Juan,En linea,Tarjeta,Cancelado
563,2023-07-18,Tableta,3,990,0.1,4700,Juan,En linea,Tarjeta,Pendiente
564,2023-07-19,Tableta,3,347,,2497,Juan,En linea,nan,Pendiente
565,2023-07-20,Telefono,9,889,0.05,1271,Maria,En linea,nan,Cancelado
566,2023-07-21,Laptop,6,967,0.05,933,Maria,Local,nan,Cancelado
567,2023-07-22,Laptop,9,709,,3599,Maria,Local,nan,Cancelado
568,2023-07-23,Tableta,5,513,0.05,3229,Carlos,En linea,Tarjeta,Pendiente
569,2023-07-24,Laptop,2,124,0.1,3907,Carlos,Local,Efectivo,Completo
570,2023-07-25,Tableta,8,383,0.1,3640,Juan,Local,Efectivo,Cancelado
571,2023-07-26,Laptop,5,548,0.15,1365,Maria,Local,nan,Cancelado
572,2023-07-27,Tableta,2,980,0.05,3293,Carlos,Local,Efectivo,Cancelado
573,2023-07-28,Laptop,4,400,0.1,3411,Maria,En linea,Efectivo,Completo
574,2023-07-29,Telefono,9,167,,2915,Carlos,En linea,Efectivo,Completo
575,2023-07-30,Laptop,4,106,0.05,750,Carlos,Local,nan,Cancelado
576,2023-07-31,Laptop,4,916,0.1,4257,Juan,Local,Tarjeta,Completo
577,2023-08-01,Telefono,2,236,0.05,1418,Juan,En linea,Tarjeta,Cancelado
578,2023-08-02,Laptop,6,263,,1673,Carlos,Local,Efectivo,Completo
579,2023-08-03,Telefono,2,182,0.1,3703,Juan,Local,Tarjeta,Pendiente
580,2023-08-04,Laptop,7,996,0.15,932,Carlos,Local,Tarjeta,Pendiente
581,2023-08-05,Tableta,3,749,0.15,1335,Carlos,En linea,nan,Completo
582,2023-08-06,Tableta,3,519,0.05,2746,Maria,En linea,nan,Pendiente
583,2023-08-07,Laptop,5,172,,2762,Juan,Local,Efectivo,Pendiente
584,2023-08-08,Laptop,3,336,0.1,1397,Juan,Local,Efectivo,Pendiente
585,2023-08-09,Laptop,2,145,,4132,Juan,Local,Efectivo,Cancelado
586,2023-08-10,Tableta,9,717,0.1,4315,Maria,Local,nan,Completo
587,2023-08-11,Laptop,2,899,0.05,746,Maria,Local,Tarjeta,Completo
588,2023-08-12,Tableta,2,361,0.1,2929,Maria,Local,nan,Completo
589,2023-08-13,Telefono,8,275,,1490,Juan,En linea,nan,Pendiente
590,2023-08-14,Tableta,9,265,,3810,Juan,En linea,Tarjeta,Cancelado
591,2023-08-15,Tableta,7,756,0.05,1426,Juan,Local,Tarjeta,Completo
592,2023-08-16,Telefono,3,941,,3938,Maria,En linea,Efectivo,Pendiente
593,2023-08-17,Tableta,9,469,0.1,3107,Maria,Local,Tarjeta,Cancelado
594,2023-08-18,Laptop,3,894,0.05,1574,Carlos,Local,Tarjeta,Cancelado
595,2023-08-19,Laptop,5,153,0.1,4522,Maria,En linea,Tarjeta,Completo
596,2023-08-20,Tableta,9,789,,4299,Carlos,En linea,Tarjeta,Completo
597,2023-08-21,Laptop,3,518,0.05,3651,Juan,Local,Efectivo,Pendiente
598,2023-08-22,Tableta,7,855,0.1,3938,Maria,Local,Efectivo,Completo
599,2023-08-23,Laptop,1,606,,3991,Juan,En linea,Tarjeta,Pendiente
600,2023-08-24,Laptop,4,440,,1206,Juan,En linea,Tarjeta,Cancelado
601,2023-08-25,Tableta,4,226,0.15,3564,Juan,Local,Efectivo,Cancelado
602,2023-08-26,Laptop,7,508,,1253,Juan,Local,Efectivo,Cancelado
603,2023-08-27,Tableta,8,466,0.1,1087,Maria,Local,Tarjeta,Cancelado
604,2023-08-28,Laptop,1,370,0.05,1834,Juan,En linea,nan,Completo
605,2023-08-29,Laptop,5,743,0.15,2347,Carlos,Local,Efectivo,Completo
606,2023-08-30,Telefono,7,704,,4434,Maria,En linea,Efectivo,Pendiente
607,2023-08-31,Telefono,4,478,,4426,Juan,Local,Efectivo,Pendiente
608,2023-09-01,Tableta,4,172,,3817,Maria,En linea,Tarjeta,Pendiente
609,2023-09-02,Telefono,4,347,0.1,4520,Carlos,En linea,Tarjeta,Pendiente
610,2023-09-03,Tableta,6,959,0.15,3655,Juan,En linea,Efectivo,Pendiente
611,2023-09-04,Telefono,7,884,0.1,4802,Carlos,En linea,Tarjeta,Cancelado
612,2023-09-05,Laptop,2,142,0.15,2698,Juan,Local,Tarjeta,Cancelado
613,2023-09-06,Tableta,5,476,0.05,664,Carlos,En linea,Efectivo,Cancelado
614,2023-09-07,Tableta,4,140,0.1,2498,Juan,En linea,Tarjeta,Pendiente
615,2023-09-08,Laptop,3,269,0.1,3557,Maria,En linea,nan,Cancelado
616,2023-09-09,Tableta,7,311,0.05,2584,Juan,Local,Tarjeta,Cancelado
617,2023-09-10,Tableta,6,592,0.15,4928,Maria,Local,Tarjeta,Cancelado
618,2023-09-11,Telefono,7,779,,902,Juan,Local,Efectivo,Cancelado
619,2023-09-12,Tableta,5,138,0.05,913,Juan,Local,Efectivo,Completo
620,2023-09-13,Laptop,6,468,,544,Carlos,Local,nan,Pendiente
621,2023-09-14,Telefono,5,856,,4657,Carlos,Local,Tarjeta,Pendiente
622,2023-09-15,Telefono,7,250,0.05,2967,Carlos,En linea,nan,Completo
623,2023-09-16,Laptop,2,210,0.15,1367,Juan,En linea,nan,Cancelado
624,2023-09-17,Laptop,5,579,,518,Juan,En linea,Efectivo,Cancelado
625,2023-09-18,Telefono,6,535,0.05,864,Juan,Local,Tarjeta,Cancelado
626,2023-09-19,Tableta,6,146,0.1,4332,Maria,En linea,Efectivo,Pendiente
627,2023-09-20,Telefono,5,674,0.1,1079,Maria,En linea,nan,Pendiente
628,2023-09-21,Laptop,7,836,0.1,1045,Juan,Local,nan,Pendiente
629,2023-09-22,Telefono,8,465,0.05,4650,Carlos,En linea,Efectivo,Pendiente
630,2023-09-23,Laptop,7,168,0.1,3539,Carlos,Local,Efectivo,Pendiente
631,2023-09-24,Telefono,5,398,,4637,Carlos,En linea,Efectivo,Completo
632,2023-09-25,Tableta,1,901,0.1,4544,Juan,Local,Efectivo,Pendiente
633,2023-09-26,Telefono,5,395,0.1,4826,Carlos,Local,Efectivo,Cancelado
634,2023-09-27,Telefono,2,302,,952,Juan,Local,nan,Pendiente
635,2023-09-28,Laptop,5,160,0.1,4461,Maria,En linea,Efectivo,Completo
636,2023-09-29,Laptop,5,929,,1881,Carlos,En linea,Tarjeta,Cancelado
637,2023-09-30,Laptop,2,413,0.1,1967,Maria,Local,nan,Completo
638,2023-10-01,Telefono,5,260,,3238,Carlos,Local,nan,Cancelado
639,2023-10-02,Tableta,4,430,0.1,1716,Juan,En linea,Tarjeta,Pendiente
640,2023-10-03,Laptop,1,627,,1380,Juan,En linea,Tarjeta,Completo
641,2023-10-04,Laptop,3,437,0.05,4314,Juan,Local,nan,Cancelado
642,2023-10-05,Telefono,1,705,,3649,Juan,En linea,Efectivo,Pendiente
643,2023-10-06,Laptop,5,403,0.1,584,Carlos,En linea,nan,Cancelado
644,2023-10-07,Tableta,4,602,0.1,4644,Maria,En linea,nan,Completo
645,2023-10-08,Tableta,7,749,0.15,1668,Juan,Local,Tarjeta,Completo
646,2023-10-09,Laptop,5,437,,4664,Carlos,Local,nan,Completo
647,2023-10-10,Laptop,4,649,0.05,3629,Maria,En linea,Efectivo,Completo
648,2023-10-11,Telefono,2,738,,4145,Juan,Local,Tarjeta,Pendiente
649,2023-10-12,Tableta,4,374,,3026,Maria,En linea,nan,Cancelado
650,2023-10-13,Tableta,2,263,0.05,3367,Juan,En linea,nan,Pendiente
651,2023-10-14,Laptop,8,542,,4016,Maria,Local,Efectivo,Completo
652,2023-10-15,Telefono,3,418,0.05,3867,Maria,Local,nan,Cancelado
